epoch,train_loss,val_loss,test_loss,train_auc,val_auc,test_auc,train_acc,val_acc,test_acc,train_precision,val_precision,test_precision,train_recall,val_recall,test_recall,train_f1,val_f1,test_f1
1,0.6964227557182312,0.6890191435813904,0.6888917088508606,0.30726616564889053,0.6561579725927266,0.6599730183446403,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.6889966726303101,0.6731976866722107,0.672579824924469,0.656567978577233,0.7383441936988429,0.7432358923584568,0.5,0.649674569967457,0.6538238028823803,0.0,0.8935819070904646,0.897997233415529,0.0,0.3398186889818689,0.34707112970711296,0.0,0.49238800943078476,0.5006454641474005
3,0.6731520891189575,0.7456924319267273,0.7443400025367737,0.7393596704592102,0.5909741349908934,0.5964345194984613,0.6505770471226094,0.5,0.5,0.8932905311567971,0.0,0.0,0.34200937919492336,0.0,0.0,0.49463897380944877,0.0,0.0
4,0.7456422448158264,0.6505876779556274,0.6493908166885376,0.5914365548085342,0.7042146025947517,0.7087739676938776,0.5,0.5985820548582055,0.6020223152022315,0.0,0.8763087843833185,0.8831180167597765,0.0,0.2295676429567643,0.23516968851696884,0.0,0.36382390863879166,0.37142962038328803
5,0.6504761576652527,0.6659200191497803,0.6647493243217468,0.704612280121146,0.7252072090414089,0.7291688433866077,0.5991294898392056,0.6760344026034403,0.6776731752673175,0.87646760240113,0.6662057764902116,0.6666812046143445,0.23078688772278494,0.7056020455602046,0.7106462110646211,0.3653671887577911,0.6853382100605075,0.6879620149194955
6,0.6660825610160828,0.6548172831535339,0.6535646319389343,0.7256305825315534,0.7273049381203125,0.7313108284752251,0.6749533655271003,0.6862970711297071,0.6886448163644816,0.6642892612944945,0.7033156599609326,0.7041378442963149,0.7074086342055869,0.6444444444444445,0.6506973500697351,0.6851712182272554,0.6725942818326278,0.6763636363636364
7,0.6549383997917175,0.6391842365264893,0.6377897262573242,0.7277839575569615,0.7264435043780789,0.7305970664180284,0.6856560496969486,0.6370060437006043,0.6389470013947002,0.7010202572822711,0.8090394295302014,0.8106647263655735,0.6474404793035918,0.3586703858670386,0.3625755462575546,0.6731658980676015,0.4970044450170714,0.5010520229357062
8,0.639089047908783,0.6334173083305359,0.6317358016967773,0.7268248815917112,0.7347843091263273,0.7394880147752194,0.6377925187264285,0.6037540678754068,0.6068107856810786,0.8093368208888048,0.881789410657771,0.8849698391420912,0.36051498404839527,0.2396327289632729,0.24553695955369595,0.49882908218134453,0.3768529180603535,0.3844166242084577
9,0.6331012845039368,0.6192481517791748,0.6171243786811829,0.7355221966174204,0.7431455388939355,0.7479134114477799,0.6041910008542389,0.6140980939098094,0.617189679218968,0.8797979156075242,0.8643212350627181,0.8650351169357758,0.24135736824671816,0.2706880520688052,0.2777080427708043,0.3787980354870925,0.41226346627015736,0.4204395488377822
10,0.6187668442726135,0.5948023200035095,0.5921618938446045,0.7439635298600824,0.7525868748191245,0.7570397881279095,0.6149372686436196,0.6714435146443515,0.6726987447698745,0.8628362822523687,0.8033312769895127,0.8029357798165138,0.2733245003864414,0.454044630404463,0.4577405857740586,0.41514246815346356,0.5801737580752951,0.5830779480346435
11,0.5941687822341919,0.5880335569381714,0.5850939154624939,0.7538243569240167,0.7663278872378562,0.7704156051881204,0.672425515594219,0.7208623895862389,0.7224779172477918,0.8032469390675142,0.7492588997612739,0.7488688959384263,0.45672437137892763,0.6639005113900511,0.6694560669456067,0.582334613916993,0.7040017747322496,0.706939296497214
12,0.5873634219169617,0.565568208694458,0.5619092583656311,0.7677791373492402,0.7756446000703293,0.779839512224537,0.7205200397482611,0.7231520223152023,0.7252092050209205,0.7475464054717849,0.7784061249347486,0.7780935158873676,0.6659315562838862,0.6239191073919107,0.6301255230125523,0.70438274194515,0.692653092823411,0.6963356837359843
