module_id,representative_go,representative_go_p_value,deg_distribution,target_group_distribution,num_proteins,proteins
0,GO:0045944 (Positive Regulation Of Transcription By RNA Polymerase II),7.297252946882396e-85,"{'none': '93.75%', 'Down': '4.75%', 'Up': '1.50%'}","{'T2': '41.00%', 'T3': '12.00%', 'T4': '68.25%', 'T1': '1.25%'}",400,"NR3C1, CPX-6041, CPX-6043, CPX-6044, CPX-6046, CPX-6049, CPX-2396, CPX-2397, CPX-2398, CPX-7978, CPX-915, CPX-930, CPX-2491, CPX-480, CPX-486, CPX-2236, CPX-8601, CPX-8604, CPX-8605, CPX-8606, CPX-8607, GSK3B, CPX-5156, AKT1, PTPN11, CPX-316, CPX-702, CPX-711, CPX-490, CPX-6420, CPX-6474, CPX-6562, CPX-6786, CPX-7005, CPX-7063, CPX-7100, MAPK13, XIAP, MAPK14, ERBB2, ABL1, BRAF, CPX-3153, GATA2, CPX-6123, CPX-5828, CPX-5829, CPX-5834, CPX-5835, STUB1, CALR, CPX-3288, CPX-3285, NEDD4L, CPX-5824, UNG, CPX-4442, ATM, WRN, OGG1, PRKDC, CPX-137, CPX-262, CPX-8095, CPX-8096, CPX-8101, CPX-8104, CPX-8105, CPX-8121, CPX-8124, CPX-8128, CPX-8129, CPX-8132, CPX-8133, CPX-8134, CPX-8570, CPX-8782, CPX-8783, TP53BP1, TOP2A, CPX-467, MAPK1, RPS6KB1, CPX-6024, FUS, H3-3B, CPX-107, CPX-6093, CPX-663, CPX-759, ANXA5, YWHAG, CPX-514, HSPA5, MAPK11, UBQLN2, CPX-7765, CPX-1907, CPX-975, CPX-2862, CPX-2205, CPX-2307, CPX-2317, CPX-2569, HDAC6, CDK1, MAPK8, CPX-1981, CPX-1982, CPX-1984, CPX-1986, CPX-1990, EWSR1, CPX-2666, CPX-5634, PIK3R1, LCK, PHGDH, CPX-1164, CPX-1194, CPX-1195, CPX-1196, CPX-1199, CPX-1201, CPX-1202, CPX-1203, CPX-1204, CPX-1205, CPX-1206, CPX-1207, CPX-1209, CPX-1210, CPX-1211, CPX-1212, CPX-1213, CPX-1215, CPX-1216, CPX-1217, CPX-1218, CPX-1219, CPX-1220, CPX-1221, CPX-1222, CPX-1223, CPX-1224, CPX-1225, CPX-1226, CPX-1227, CPX-1228, CPX-4084, CPX-4203, CPX-4206, CPX-4207, CPX-4223, CPX-4224, CPX-4225, CPX-4226, CPX-978, ATXN3, CPX-6263, SOX4, CPX-265, CPX-2391, KDM4B, KDM6B, NCOR1, KMT5B, CPX-709, SIRT6, DNMT1, KDM4A, CPX-3321, CPX-3323, CPX-880, CPX-922, AR, KDM5C, CPX-7091, CPX-7104, NSD2, EHMT2, NCOR2, CPX-508, CPX-513, CPX-5342, CPX-631, CPX-632, CPX-654, CPX-662, CPX-664, CPX-678, CPX-816, TET2, CTCF, CPX-6597, CPX-6600, HMOX1, NFKBIA, CSNK2A1, CPX-5833, CPX-5837, CPX-5838, CPX-5832, SPI1, CPX-2014, CPX-624, CPX-8834, EIF2AK2, IRF1, CPX-525, CPX-666, CPX-2007, RIPK1, LMNB1, CDH1, CSNK2A2, PIK3CA, CPX-1988, CPX-5830, CPX-5836, MAP2K1, CXCL8, EIF2AK3, CPX-17, CPX-20, CPX-6047, SOX2, LMNB2, CPX-1, CPX-1123, CPX-1147, CPX-6045, ATG7, MTOR, CPX-6593, CPX-6595, CPX-304, CPX-481, CPX-200, CPX-354, CPX-356, CPX-358, MMP9, CSNK2B, CPX-1983, CPX-1985, CPX-1987, CPX-1991, CPX-298, CPX-860, FOXO1, JAK2, CPX-6570, ERN1, CPX-7241, IKBKB, CPX-69, CPX-91, MYD88, CPX-8623, CPX-8624, CPX-8625, CPX-77, CPX-80, NOTCH2, CDK4, HDAC4, CPX-6276, PRMT1, HDAC9, REST, CPX-2291, CPX-2292, CPX-2295, CPX-2296, CPX-2297, CPX-2298, CPX-2555, CPX-7546, CPX-7587, CPX-7588, CPX-7589, CPX-7590, CPX-7591, CPX-7592, GATA3, HELLS, CPX-1072, CPX-134, CD4, MMP2, KIT, SHH, ZEB1, ALK, CPX-6094, CPX-1063, TRIP12, CBL, ERBB3, TNFRSF10B, CPX-6142, MBTPS1, FOXP3, CD274, TFRC, PLK1, CDCA7, AURKB, LMO2, CPX-2283, CPX-2285, CPX-2286, CPX-2288, CPX-2289, CPX-2290, CPX-7581, CPX-7582, CPX-7583, CPX-7584, CPX-7585, CPX-7586, RET, FGFR3, CDK6, CPX-155, CPX-175, CPX-7728, HMGA1, CHD8, SOX9, CPX-54, NF1, ROCK1, DYRK2, CPX-1921, MAP3K1, GATA4, CPX-2530, RHOA, PGR, SNAI2, TBX21, TWIST1, CD40, CPX-6741, CPX-6743, KLF6, CPX-509, CPX-6469, CPX-6525, CPX-6586, CPX-7006, CPX-7065, CPX-7095, CPX-71, CPX-256, MUC1, PAX6, CTLA4, CSF1R, FLT3, AXL, CPX-833, IRF4, PTPRC, JAK3, BCL6, CPX-5635, BIRC3, HNRNPK, CPX-5991, CPX-5989, CPX-6082, CPX-3079, CPX-3082, UBE3A, CPX-6472, PBX1, IKBKG, DDX3X, JAK1, RPS6KA5, CARD11, MLH1, CDK12, CDKN3, SLC25A3, CSNK1A1L, ARFGEF2, CPX-8081, UNC45B, NDRG1, CPX-2161, RNF146, CPX-7107, MAPKBP1, MAP3K9, DSTYK, NUAK2"
1,GO:0008202 (Steroid Metabolic Process),3.837390134733879e-18,"{'none': '97.40%', 'Up': '2.16%', 'Down': '0.43%'}","{'T4': '66.67%', 'T2': '33.19%', 'T3': '9.09%', 'T1': '0.87%'}",693,"GNB3, CYP2C9, GNB5, IDE, HTR6, GNB2, HTR4, MAOB, CPX-5225, AVPR1A, MC4R, LRTOMT, GNAI2, MPDZ, NPY2R, CPX-1910, CYP1A2, COMT, GNAI3, AGTR2, GLP1R, MTHFR, CPX-7724, DBH, DDC, ADORA2A, CUX2, ALDH2, RHO, ADCY1, ADRA1B, TSPEAR, ADRB1, ADRA1D, GHSR, HCRT, SSTR5, ACHE, ARR3, GRK2, EDN3, OCA2, SSTR2, CPX-3065, ADORA1, HTR1B, HRH1, ADRA2C, SAG, SLC4A4, OPRM1, ADCY5, PDYN, ADRA2B, SLC18A2, FAAH, BCHE, GAL, SERPINA6, CYSLTR2, P2RY12, CPX-2808, PLCB1, TRIO, PLA2G4A, CYSLTR1, ADRA1A, GRK5, CPX-4424, PLCB3, BDKRB2, HRH4, CPX-2531, P2RY1, EDNRB, OPRD1, GALM, SLC22A3, SLC17A8, LMX1B, SLC18A3, HCRTR1, ABCB1, PYGM, DGKE, LPAR6, PLCD1, APOL1, GLA, MYL2, PRKAG2, JUP, CPX-2093, IAPP, SORL1, ABCA7, PRKCG, CP, SLC25A4, MBNL1, GBA, PRKAG1, ATP13A2, PLA2G6, CD2AP, SV2A, GSTO1, VLDLR, MAG, PICALM, NSF, SYNJ1, KIF1A, PLP1, ITM2B, MC3R, CPX-5226, CCKAR, CPX-6222, EDNRA, P2RY11, ENO3, PKLR, KISS1, AVP, NPSR1, TRHR, MC1R, PYGL, PYGB, SI, HKDC1, GNE, MGAM, SLC40A1, PGD, UGT1A6, CPX-8502, CPX-8541, CPX-8552, CPX-8557, CPX-8560, CPX-8563, TALDO1, UGT1A10, NR1I3, CTH, UGT1A7, UGT1A8, SAT1, AKR1C1, G6PD, CYP1A1, BLVRA, TKT, CYP2E1, H6PD, CYP1B1, ATP12A, SULT2A1, PON1, CYP26A1, SLC10A2, SLCO1B3, CYP46A1, CPX-2160, UGT2B10, CBR1, CYP11B1, CPX-8562, CYP7B1, UGT2B17, SLC47A2, UGT2B28, UGT2B15, CYB5A, CPX-8543, CES1, HSD11B1, DPYD, CYP19A1, ABCC1, UGT1A3, POR, DNAL1, SRD5A2, EPHX1, ABCC2, ABCG2, ABCB4, ALDH1A1, SLC19A1, CYP2B6, ABCC10, ABCC11, GRK4, DHFR, ACACA, GMPPB, GLS, DNAJC5, CRYAB, KNG1, CPX-2216, CPX-6233, CPX-6242, CPX-6159, SSTR4, SSTR1, SPINT2, TACR1, GRK3, ARHGEF1, WLS, GRK6, GPER1, CLCNKA, CPX-5774, UMOD, VIPR1, ALDH18A1, SRGAP3, HYDIN, CPX-6175, CPX-6176, TBXA2R, C1QBP, CPX-6245, TSHR, ADCY6, PRKCH, GLIS3, P2RX1, ADH5, AAK1, REPS1, AVPR2, ATP7B, GGT1, CYP27A1, NPC1, ABCG8, ACOX1, SLC51A, CYP8B1, SLC51B, ABCG5, CPX-6282, CPX-6283, SLC9A3R1, SLC9A3, SLC26A3, CPX-6211, CYP3A4, ALOX15, HPGD, SLC16A1, CPX-1772, CPX-1776, CPX-1778, CPX-1780, CPX-1782, CPX-1783, CPX-1784, CPX-1773, CD55, HSPG2, AGRN, NLGN4X, HRG, GPT2, CPX-6215, CST3, ANTXR2, KL, PTH1R, CASR, CPX-6155, CPX-6161, CETP, CPX-5151, APOC3, SERPINF1, APCS, LCAT, PIKFYVE, PLA2G7, EPHA1, LIPC, CPX-1922, CPX-6225, SERPINF2, FAM20C, BGN, TRPC6, PEX3, XPNPEP2, DHCR24, ECE1, CNTN4, CPX-1766, CPX-390, CPX-391, EPHB2, CPX-6205, CPX-5675, C4B, APOA5, APOC2, FPR2, LSR, LRP2, PDXK, GYS1, SPAST, TBR1, PRKAR1A, MYO9A, GFPT1, CAPN3, DPAGT1, CAST, CYP51A1, STS, GCK, HSD17B1, TPI1, PTGIS, GOT2, HSD17B7, MGLL, PIK3C2A, CYP11A1, G6PC3, FABP2, MVD, DHCR7, FDPS, SOAT1, CYP17A1, ANGPTL3, CPT2, DGAT1, OTC, SULT2B1, SULT1E1, AADAC, ALDH1A2, TTPA, ALDH1A3, PDE5A, TAT, HSD17B3, CYP4V2, SHBG, AKR1C3, HSD3B2, PLA2G4C, CYP21A2, ALDOB, PHOX2B, GPR17, SLC2A10, ADORA3, P2RY2, ENTPD1, PANX1, P2RX4, CPX-890, CNR2, P2RY4, CPX-6185, CPX-6190, CDKAL1, LHCGR, MAGI2, PDE4A, RAPGEF4, RAPGEF3, CPX-2188, ALDH7A1, GIPR, SLC5A5, CYP11B2, CCR4, TAS2R46, S1PR2, CPX-6234, KLK4, CA2, DAGLA, ABHD12, SLC4A1, SLC9A1, CA3, MERTK, CPX-1919, MIPEP, VIL1, LTA4H, ALOX12, PTGIR, LTC4S, GP6, ALOX15B, ALOX5AP, CPX-6223, AIP, MPI, ATAD1, ALDH3A1, TDO2, PEPD, GPI, PROS1, ALDH1B1, PAH, GNRHR, GUSB, POU4F1, GRIP1, MC2R, FFAR1, TACR2, HCRTR2, MRAP, CPX-5602, CPX-5605, GLUD1, GRHPR, ALDH5A1, AKR1A1, GLO1, NPR3, PDE11A, PRKG1, CD46, PI4KB, SERPIND1, LYZ, SERPINC1, CPX-1777, CPX-1774, CPX-3165, CPX-1775, CPX-3166, CPX-1770, KRT12, CPX-1736, CPX-1723, VSX2, PLD1, PLCB4, PRKCB, MYLK3, LITAF, EPHA4, CPX-376, MCTP2, CAMK1D, SLC5A1, FOLR1, EPS8, DPYSL5, RASGRP1, UNC119, KIRREL1, PTPRF, FOLR2, MTR, ATOH7, PTF1A, PURA, SLC25A1, ACO2, EHHADH, IREB2, NNT, L2HGDH, SORD, RPIA, PGAM2, BCAT2, MDH2, FH, OAT, ACADM, PGM1, ASS1, OGDHL, FBP2, PFKP, GLDC, BPGM, CPX-6261, FBP1, HADH, PFKM, STRA6, CRABP2, CAPN10, CPT1C, CRYM, RDH11, DHRS9, HBA2, FAH, TF, CPX-5601, SPR, SRD5A1, RABGAP1L, GPD1, PPT1, AGK, GDAP1, MYOT, CPX-1771, CPX-1781, SLC26A2, ATXN10, CELF2, SHPK, CPX-4001, ASPA, MCOLN1, TRPM7, TCN2, GCSH, IMPDH2, CPX-3168, CPX-3169, TYMP, ALDH4A1, GATM, CPX-4742, LDHD, GYS2, CPX-6224, CPX-6235, CPX-929, PPM1F, MYH8, FOXE1, NMNAT1, CPX-6502, FGGY, TPO, PMP22, CAD, PDE3B, MOCS1, NKX6-2, MPLKIP, PAPSS2, TNNI2, MRGPRX4, GJB1, GDA, PRKAR2A, PRKAR1B, LRPAP1, SLC6A8, ZP3, CPE, CPX-1748, FAM20A, ALAS2, CPX-2189, CPX-2191, CPX-3148, DECR1, KHK, ACSF3, MGP, HBA1, GDI1, GLYCTK, TTBK2, SRR, CDC42BPB, ROBO2, SYT2, AASS, OPLAH, GALK1, PRSS12, CAMK1G, CAMKK1, PHKG2, ATP13A3, CPX-1779, ST14, PTCHD1, PHKB, PHKA1, PHKA2, PHKG1, GALT, MYLK4, NBEA, MYO18B, INVS, PI4KA, CPX-5047, CPX-5050, HMCN1, UGP2, SIAE, DST, OPHN1, PDE4DIP, PRKX, PKD1L1, SERPINB8, NTNG2, MINPP1, PLD3, CPX-5048, CPX-5049, LYST, SNX3, JAM3, EYA4, ALPK3, TRPV6, LMOD1, GOSR2, SLC5A11, GARS1, MPST, MEX3C, RHD, USP45, NQO2, MIEF2, VAMP1, EXPH5, STX3, CPX-7142, CYB5R3, CPX-6152, GPR161, ETHE1, PITRM1, ADGRG6, RCBTB1, ADGRG2, ECEL1, PRSS56, TSPAN7, FRRS1L, TMEM240, STK19, CGNL1, DCXR, PNKD, CFHR3, SLC30A9, CPX-6154, CPX-8062, CPX-5961, CPX-5963, CPX-5965, CPX-5966, CPX-2931, CPX-2933, CPX-8462, CPX-8464, CPX-8465, CORIN, FRMPD4, SERPINB7, KIAA0753, BBS10, SOHLH1, CD59, CEL, GSTZ1, GPR68, PDK3, NDP, SQOR, RPGR, MLIP, PDE4C, CPX-5053, CPX-5055, MYOF, ZFHX4, MIP, NAT8L, NKAIN2"
2,GO:0035088 (Establishment Or Maintenance Of Apical/Basal Cell Polarity),0.0014062581177866607,"{'none': '98.05%', 'Down': '1.05%', 'Up': '0.90%'}","{'T4': '80.54%', 'T2': '19.31%', 'T3': '1.05%'}",668,"CPX-2469, CC2D1A, NHLH2, TTBK1, TRIM36, CPX-7842, CPX-7843, BRSK1, GAK, IGLL1, STRADA, EPM2A, DNAJC6, LGMN, SRPK2, CSNK1D, CPX-3961, RBM28, KISS1R, GFM1, CPX-466, EFL1, GUF1, EIF5B, CPX-5622, RETREG1, ARL6IP1, TUFM, FTSJ1, CPX-630, ADAM33, CPX-2652, RSRC1, CPX-6822, NCOA4, CLPB, HAX1, SPG21, STAMBP, TG, HSPE1, MKKS, TRAP1, CPX-8001, HIKESHI, EDEM3, DNAJB2, SEC23B, DMP1, CPX-8163, CPX-8164, CPX-2360, SERPINH1, PRKCSH, NDUFAF6, BMP1, TGM1, CXCR1, PTGS1, HRH2, PLEKHG2, FCHO1, NECAP1, ABCA3, GNRH1, SFTPA2, PREP, FGF23, SOST, PHEX, PTH, HTRA2, FBLN1, CPX-1759, LPIN2, CAVIN1, PKN2, CPX-848, PNLIP, ZMPSTE24, PEX5, LPIN1, MTTP, MCF2, BMP15, CFC1, PTPN23, NODAL, FBN1, PTPN14, GDF9, SMAD9, ACVRL1, PTPRN2, LOXL1, LTBP2, LTBP3, IFITM5, CPX-6168, CPX-6184, CPX-6187, CPX-6188, CPX-6191, CPX-6192, CPX-8343, TBX1, CPT1B, CTSG, CPX-4663, CPX-2252, NEUROG3, PLEKHM1, HLA-DRB1, CD207, MMP12, LCP2, BLK, TNPO3, FGR, MMP8, ADAMTS3, CPX-8424, TIE1, SERPINB2, CPX-2210, PNPLA3, SLC9A9, LMX1A, AEBP1, PIK3R2, PAK1, AMH, PITX1, ESRRG, TRIP11, CPX-2440, POU1F1, TRIM44, TFAP2B, CPX-6174, PRTN3, NEK7, CTSC, CPX-3785, CTSE, CPX-5051, CPX-5052, NOTCH2NLA, MUC5B, VCAN, ADAM22, CPX-1788, ECM1, CPX-1729, CPX-1727, CPX-1728, EFNB1, MMP20, CILP, SCUBE3, CD151, EPHB4, CPX-1725, EPHB1, GRHL3, CREB3L2, PLCE1, DLX3, SPHK2, DHPS, PEBP1, RPS6KA6, PCYT1A, IL17RD, SPRY4, CPX-7669, CPX-7670, CPX-4741, DCC, MARK3, PTS, PAK2, RPS6KA4, MAPKAPK5, PKN1, PAK3, CPX-984, KERA, SIK3, SH3GL1, MST1R, SPINK1, INPPL1, PTPN22, PIK3C2B, PIK3CD, GPNMB, MAP4K1, NTF4, FES, EPHB3, SH2D1A, PLXNA1, LAT, FRK, NECTIN1, PGAP3, BMX, PAX2, ROR2, EPHA5, CD96, PACS1, DEF6, SASH3, SLC1A5, PCSK7, DOCK8, RABL3, CPX-2679, ROBO4, WBP2, DHX30, MADD, TRAK1, CHCHD2, NEK1, CPX-8024, CEP135, CEP57, BICD2, SLK, CNTRL, CPX-1299, NIN, LRRK1, NDE1, PAFAH1B1, CEP250, CPX-82, ZDHHC9, DLEC1, PLAG1, SLC6A9, ZNF408, KLF11, AGPAT2, CIDEC, CFD, EMX2, AMBN, CA8, POGLUT1, POFUT1, NME8, YME1L1, MESP2, DLL3, CPX-8022, CPX-8023, CPX-4943, CPX-4944, CPX-2477, CPX-7281, BSCL2, ESRP1, CPX-5848, CPX-5881, SPNS2, KRT13, AIFM1, PAICS, ARHGAP31, PRUNE1, NHLRC1, CPX-6183, CPX-6193, CPX-6194, CPX-6195, CPX-6197, CPX-1747, SPECC1, CISD2, ARL13B, HSPBAP1, TBCD, DIO1, P4HA2, IL17RC, LIPT1, ACR, CTRC, DCPS, SCYL1, FCRL3, MFF, MFSD2A, DHX16, TARS1, DENND1A, INSL3, AMHR2, RXFP2, MAK, RNF6, STK26, ANOS1, SLC25A6, SHOX, ZIC3, LEFTY2, CPX-2707, ELAC2, CLP1, FCRL4, ARHGAP26, UNC5C, IGFALS, CPX-983, SLC25A5, CPX-2842, MYOC, B3GLCT, P3H1, CPX-2694, P3H2, CPX-1754, DNAJC13, RAB10, TMEM230, RAB39B, CPX-2332, EPB42, ATP6V1E1, CPX-6229, CPX-2514, CPX-2542, CDK10, PIP4K2C, RAB18, CSTB, RAB9A, OTULIN, CPX-338, GAS7, CIC, MYRF, MGME1, SLC25A12, CPX-5022, FBLN5, ZPBP, PARP15, CLK3, CDKL1, GDAP2, PRCC, OLA1, CPX-5001, GTPBP3, CIT, SPPL2A, EDA, CD70, TNFRSF11A, EVC, CPX-2871, CLK4, SON, RSPO2, MTCP1, NSRP1, CPX-6199, LHX3, STK16, WEE2, MAP4K5, PRRX1, CPX-6131, TEC, BICC1, GRAP, SLC24A5, DCT, STK25, SOX18, ASPN, RFX6, EFEMP1, CFAP45, WARS1, PPP1R15B, LIMK2, CDC42BPA, TAOK3, FNBP1, TNIK, CDH11, FLRT3, EPHA6, ZFYVE19, CD320, TMPRSS6, TFR2, FSTL3, CRELD1, IGSF1, BNC2, CDKL3, PLCH1, OCRL, PIK3C2G, PIP4K2B, RUSC2, BMPER, NSUN3, AFF3, NEK8, KDF1, MAP3K21, CSNK1G3, YIPF5, RNF13, CPX-8304, UBA5, KRT81, BANK1, FCRL5, STK10, SOX5, RIOK2, TMEM165, RNF113A, SRGAP1, ADAMTS2, GJC2, CCBE1, CDC42BPG, MPEG1, MFHAS1, BMP2K, SMOC1, INPP5K, NEK5, CPX-3138, CPX-3201, NEK11, RCC1L, SH3PXD2B, MAPK4, NEK6, TTC29, PKN3, KIAA0319, LYRM7, BTBD9, TAOK2, KIF1C, STK24, SLC34A2, NAV3, SRPK3, PPIL1, GPC4, RELT, EFEMP2, LTBP4, FUT8, FBN2, ARHGEF18, LZTFL1, BRSK2, EPG5, WDR45B, ULK2, UNC13D, GFER, LRSAM1, MAP4K3, CHP1, KIRREL3, MMP21, CDC40, CDKL2, EML1, GREM2, LRIG2, CHST14, STK17A, MXRA5, PCDH11Y, LRP12, EYA2, DNAJC12, GIMAP5, STXBP2, SRMS, CHIC2, PAX1, RIPK4, CLEC16A, MFAP5, TESK1, VRK2, DIS3L2, POC1B, TSGA10, DNHD1, SH3BGRL, STK36, PTCH2, NDST1, PUS3, METTL27, TP53RK, TSR2, ADCK5, SPG7, MUC7, PHOX2A, KIFBP, SIX1, PKP1, LIMS2, CSNK1G1, FOXJ1, ZNF703, TBX22, COQ8B, INF2, STK35, GORAB, HIPK4, SEMA7A, CPX-1019, CPX-1014, STK32C, CPA6, PATL2, PEX19, ACTL9, ACTRT1, NEUROD2, LZTS1, CPX-7849, CMC4, SCO2, CTSF, NAXE, LRPPRC, DHX38, DDX59, CPX-8923, SELENBP1, MLPH, PUS7, TRMT1, FERMT1, CPX-2850, THUMPD1, OPA3, SLC25A46, PASK, FIGLA, RAP1GDS1, RNPC3, CPX-7020, MMADHC, SERAC1, ERMARD, SBF1, ERGIC1, MEGF8, HHAT, MEOX1, SIX6, ZFP57, DOCK6, DNMBP, ARHGEF10, LHFPL6, HOXD13, ANKRD26, SPART, PMP2, THSD7A, LINS1, SLC20A2, C14orf39, MMP19, TMPRSS15, ZNF341, TMC8, PYCR2, CPX-6150, CNPY3, LRRC32, CPX-326, FEZF1, OXR1, HOXC13, MLLT6, ADAMTSL2, CTU2, SALL2, TBX2, DCHS1, TUBB8, LNP1, MAS1, BCAS4, CPX-1758, JAGN1, NOTCH2NLB, MPIG6B, SEMA4D, PPIP5K2, OTX2, PRG4, NACC1, SOX13, SEMA6B, CPX-6097, TSPY1, LACC1, SHROOM4, DNAH8, CPX-5606, MID1, OARD1, TBX4, SLITRK6, CFAP53, STK32A, ALPK1, ADAMTS10, KIZ, NEK3, RASSF8, THSD4, TNK1, TAPT1, FREM1, NBEAL2, CPX-6141, GREB1L, RTTN, CPX-8307, HESX1, ZNF41, THADA, NOBOX, TSSK2, ALX4, LRMDA, RAB23, CPX-460, CPX-461, SLC6A20, GPR101, PLEKHG5, APCDD1, LPP, CPX-2861, ADAMTSL4, CSGALNACT1, RNF220, B4GALNT2"
3,GO:0098916 (Anterograde Trans-Synaptic Signaling),4.449663788171071e-113,"{'none': '91.30%', 'Down': '7.00%', 'Up': '1.69%'}","{'T2': '31.16%', 'T3': '8.70%', 'T4': '73.91%', 'T1': '2.17%'}",414,"DRD4, GNB4, SLC6A4, QDPR, HTR1A, GNAL, HTR7, CPX-2175, CPX-271, CPX-272, CPX-273, CPX-276, DRD2, CPX-3156, HTR1D, SNAP25, RGS9, GNAO1, SLC6A3, CPX-2159, CPX-2952, CPX-2953, CPX-8574, CPX-8576, CPX-8577, CPX-8578, CPX-8580, CPX-8581, DRD5, ANKK1, CPX-2202, CPX-294, NOS1AP, CPX-168, CPX-187, CPX-2170, CPX-218, CPX-2180, CPX-2192, CPX-2193, CPX-240, CPX-2203, DRD3, DRD1, GRM2, CPX-4101, CPX-909, RGS4, CPX-285, CPX-210, CPX-213, CPX-2190, CPX-2200, HTR2C, CPX-2164, CPX-2166, CPX-2167, CPX-2168, CPX-2174, CPX-2951, CPX-2954, CPX-8571, CPX-8573, CPX-8575, CPX-8579, CPX-8701, CPX-8729, CPX-8731, CPX-8732, CPX-8673, CPX-8674, CPX-8675, CPX-8676, CPX-286, CPX-289, CHRM2, TTC12, CPX-3278, KCNJ6, THAP1, CPX-2955, SYT1, PPP2R3C, CPX-3195, CPX-8861, SLC1A2, GRM1, CPX-8767, GRM5, PRKACA, CPX-3239, EPB41L1, HRH3, GRM7, CPX-3032, CNTNAP2, GRM3, PRKACB, CACNA1B, DNM1, SLITRK1, PRKACG, DPP6, DPP10, CPX-6244, CPX-8636, CPX-8468, CPX-8503, CPX-8525, CPX-8545, CPX-8553, CPX-8556, CPX-8630, CPX-8632, CPX-8634, CPX-8702, CPX-8721, CPX-8723, CPX-8724, CPX-8727, HTR2A, CPX-6186, CPX-6189, HTR2B, CPX-3072, CPX-3073, TRPA1, HTR5A, HTR1E, KCNK18, TRPV1, CACNA1D, CHRM1, CPX-3192, CPX-8699, CPX-8725, CPX-8726, CPX-8740, CPX-8741, CPX-8742, CPX-8743, CPX-8762, CPX-8763, CPX-8764, CPX-8768, CPX-8769, CPX-8771, CPX-8772, CPX-8773, CACNA1F, GRIA3, CASK, CHRM3, ADRA2A, MKRN3, ADARB1, KCNA1, SLC6A1, MAGEL2, STX1A, SLC1A1, GPD1L, CPX-2179, KCNQ2, CHRM5, PDE4B, CHRM4, PKP2, CPX-3271, CPX-2424, CPX-2443, CPX-2453, CPX-2454, CPX-2455, CPX-3071, KCNA5, TRPM4, CPX-197, CPX-199, CASQ2, DSG2, CPX-131, KCNQ4, KCNN2, KCNC1, CPX-8639, CPX-8640, CPX-8643, CPX-8644, CPX-8661, CPX-8662, CPX-8665, CPX-8667, CPX-8669, CPX-8671, CPX-8677, CPX-8680, CPX-8681, CPX-8684, CPX-8685, CPX-8690, CPX-8691, CPX-8694, DSC2, CPX-8663, CPX-8664, KCNMA1, CPX-8641, CPX-8642, TMEM43, KCNK3, KCNE3, CPX-3256, CPX-8645, CPX-8646, CPX-8666, CPX-8668, CPX-8670, CPX-8672, CPX-8678, CPX-8679, CPX-8682, CPX-8683, CPX-8686, CPX-8687, CPX-8692, CPX-8693, KCNA4, TRDN, CACNA1H, CAV3, KCNQ5, CPX-195, MYH7, AKAP9, ANK2, CACNA1G, DSC3, ACTN2, KCNB1, KCNT1, KCNE5, KCNQ3, KCNK2, KCNC3, MYBPC3, TTN, KCNN3, GJA5, KCNA2, KCNN4, STX1B, SYN1, BACE2, CPX-8305, CPX-8306, CPX-8322, SLC9A6, STXBP1, CAMK2B, SPTBN4, SPTAN1, BRS3, KCNC2, PRDM12, CPX-3135, ABCA2, CALM2, GRIA4, NPY1R, GRID2, CACNG2, ATP2B3, ATP2B2, SYNGAP1, DOCK3, RAPSN, DOK7, MUSK, LRP4, COLQ, CPX-236, COCH, CASQ1, CNTN2, NRCAM, SLC12A5, CNTN1, SATB2, SLURP1, ALG14, MTM1, PREPL, NRG1, NCDN, SPTBN1, RIMS1, PRKG2, ASPH, TRPV4, TRPC3, ITPR2, CACNA1A, ATP1A2, MYOZ2, IGBP1, ATP2B1, CNTNAP1, ORAI1, P2RX3, FGF14, MYL4, CPX-7667, CPX-7668, CPX-6231, RBM20, CPX-7722, CPX-2659, CPX-101, ANO5, MYPN, SELENON, DYSF, LDB3, CSRP3, MYL3, HPCA, NOVA2, JPH3, SIX5, DMPK, ATP2A1, TNNT3, AVIL, SLC12A2, TRPV3, TRPM2, KCNK4, PIEZO2, BVES, KCNJ16, KCNJ10, STAC3, CPX-5021, ARMC5, CDKL5, TENM4, CATSPER1, RASGRP2, SHANK2, CPX-51, CACNA1E, JPH2, PCDH19, CATSPER2, IRX5, RASGRP3, FGF12, OBSCN, ZIC1, CPX-2499, CPX-6226, GPHN, PCLO, OR51E2, CLCN2, SLC25A22, NFASC, NLGN3, LGI1, ARX, ALG13, SPTBN2, ATP1A3, PRRT2, SLC9A7, TBC1D24, NIPA1, CPLX1, RIMS2, KCNH1, IL1RAPL1, IQSEC2, FAT2, RTN2, EFHC1, TSPYL1, EVC2, GDF6, OPCML, MYLK2, TBX20, ARHGEF9, CPX-7844, STK32B, TMEM260, SLC6A5, KCNJ18, TNNT1, CLIC2, TECRL, BEAN1, GABRR1, CRYBA2, MAB21L2, KCNT2, DAOA, CAMK2A, KCNK9, KCNJ8, MYT1L, MYT1, PNPO, CPX-5663"
