proteina,GO_term,Term_Name_Clean
MCTP2,GO:0008202,Steroid Metabolic Process
CAMK1D,GO:0008202,Steroid Metabolic Process
SLC5A1,GO:0008202,Steroid Metabolic Process
FOLR1,GO:0008202,Steroid Metabolic Process
EPS8,GO:0008202,Steroid Metabolic Process
DPYSL5,GO:0008202,Steroid Metabolic Process
RASGRP1,GO:0008202,Steroid Metabolic Process
UNC119,GO:0008202,Steroid Metabolic Process
KIRREL1,GO:0008202,Steroid Metabolic Process
PTPRF,GO:0008202,Steroid Metabolic Process
FOLR2,GO:0008202,Steroid Metabolic Process
MTR,GO:0008202,Steroid Metabolic Process
ATOH7,GO:0008202,Steroid Metabolic Process
PTF1A,GO:0008202,Steroid Metabolic Process
PURA,GO:0008202,Steroid Metabolic Process
SLC25A1,GO:0008202,Steroid Metabolic Process
ACO2,GO:0008202,Steroid Metabolic Process
EHHADH,GO:0008202,Steroid Metabolic Process
IREB2,GO:0008202,Steroid Metabolic Process
NNT,GO:0008202,Steroid Metabolic Process
L2HGDH,GO:0008202,Steroid Metabolic Process
SORD,GO:0008202,Steroid Metabolic Process
RPIA,GO:0008202,Steroid Metabolic Process
PGAM2,GO:0008202,Steroid Metabolic Process
BCAT2,GO:0008202,Steroid Metabolic Process
MDH2,GO:0008202,Steroid Metabolic Process
FH,GO:0008202,Steroid Metabolic Process
OAT,GO:0008202,Steroid Metabolic Process
ACADM,GO:0008202,Steroid Metabolic Process
PGM1,GO:0008202,Steroid Metabolic Process
ASS1,GO:0008202,Steroid Metabolic Process
OGDHL,GO:0008202,Steroid Metabolic Process
FBP2,GO:0008202,Steroid Metabolic Process
PFKP,GO:0008202,Steroid Metabolic Process
GLDC,GO:0008202,Steroid Metabolic Process
BPGM,GO:0008202,Steroid Metabolic Process
CPX-6261,GO:0008202,Steroid Metabolic Process
FBP1,GO:0008202,Steroid Metabolic Process
HADH,GO:0008202,Steroid Metabolic Process
PFKM,GO:0008202,Steroid Metabolic Process
STRA6,GO:0008202,Steroid Metabolic Process
CRABP2,GO:0008202,Steroid Metabolic Process
CAPN10,GO:0008202,Steroid Metabolic Process
CPT1C,GO:0008202,Steroid Metabolic Process
CRYM,GO:0008202,Steroid Metabolic Process
RDH11,GO:0008202,Steroid Metabolic Process
DHRS9,GO:0008202,Steroid Metabolic Process
HBA2,GO:0008202,Steroid Metabolic Process
FAH,GO:0008202,Steroid Metabolic Process
TF,GO:0008202,Steroid Metabolic Process
CPX-5601,GO:0008202,Steroid Metabolic Process
SPR,GO:0008202,Steroid Metabolic Process
SRD5A1,GO:0008202,Steroid Metabolic Process
RABGAP1L,GO:0008202,Steroid Metabolic Process
GPD1,GO:0008202,Steroid Metabolic Process
PPT1,GO:0008202,Steroid Metabolic Process
AGK,GO:0008202,Steroid Metabolic Process
GDAP1,GO:0008202,Steroid Metabolic Process
MYOT,GO:0008202,Steroid Metabolic Process
CPX-1771,GO:0008202,Steroid Metabolic Process
CPX-1781,GO:0008202,Steroid Metabolic Process
SLC26A2,GO:0008202,Steroid Metabolic Process
ATXN10,GO:0008202,Steroid Metabolic Process
CELF2,GO:0008202,Steroid Metabolic Process
SHPK,GO:0008202,Steroid Metabolic Process
CPX-4001,GO:0008202,Steroid Metabolic Process
ASPA,GO:0008202,Steroid Metabolic Process
MCOLN1,GO:0008202,Steroid Metabolic Process
TRPM7,GO:0008202,Steroid Metabolic Process
TCN2,GO:0008202,Steroid Metabolic Process
GCSH,GO:0008202,Steroid Metabolic Process
IMPDH2,GO:0008202,Steroid Metabolic Process
CPX-3168,GO:0008202,Steroid Metabolic Process
CPX-3169,GO:0008202,Steroid Metabolic Process
TYMP,GO:0008202,Steroid Metabolic Process
ALDH4A1,GO:0008202,Steroid Metabolic Process
GATM,GO:0008202,Steroid Metabolic Process
CPX-4742,GO:0008202,Steroid Metabolic Process
LDHD,GO:0008202,Steroid Metabolic Process
GYS2,GO:0008202,Steroid Metabolic Process
CPX-6224,GO:0008202,Steroid Metabolic Process
CPX-6235,GO:0008202,Steroid Metabolic Process
CPX-929,GO:0008202,Steroid Metabolic Process
PPM1F,GO:0008202,Steroid Metabolic Process
MYH8,GO:0008202,Steroid Metabolic Process
FOXE1,GO:0008202,Steroid Metabolic Process
NMNAT1,GO:0008202,Steroid Metabolic Process
CPX-6502,GO:0008202,Steroid Metabolic Process
FGGY,GO:0008202,Steroid Metabolic Process
TPO,GO:0008202,Steroid Metabolic Process
PMP22,GO:0008202,Steroid Metabolic Process
CAD,GO:0008202,Steroid Metabolic Process
PDE3B,GO:0008202,Steroid Metabolic Process
MOCS1,GO:0008202,Steroid Metabolic Process
NKX6-2,GO:0008202,Steroid Metabolic Process
MPLKIP,GO:0008202,Steroid Metabolic Process
PAPSS2,GO:0008202,Steroid Metabolic Process
TNNI2,GO:0008202,Steroid Metabolic Process
MRGPRX4,GO:0008202,Steroid Metabolic Process
GJB1,GO:0008202,Steroid Metabolic Process
GDA,GO:0008202,Steroid Metabolic Process
PRKAR2A,GO:0008202,Steroid Metabolic Process
PRKAR1B,GO:0008202,Steroid Metabolic Process
LRPAP1,GO:0008202,Steroid Metabolic Process
SLC6A8,GO:0008202,Steroid Metabolic Process
ZP3,GO:0008202,Steroid Metabolic Process
CPE,GO:0008202,Steroid Metabolic Process
CPX-1748,GO:0008202,Steroid Metabolic Process
FAM20A,GO:0008202,Steroid Metabolic Process
ALAS2,GO:0008202,Steroid Metabolic Process
CPX-2189,GO:0008202,Steroid Metabolic Process
CPX-2191,GO:0008202,Steroid Metabolic Process
CPX-3148,GO:0008202,Steroid Metabolic Process
DECR1,GO:0008202,Steroid Metabolic Process
KHK,GO:0008202,Steroid Metabolic Process
ACSF3,GO:0008202,Steroid Metabolic Process
MGP,GO:0008202,Steroid Metabolic Process
HBA1,GO:0008202,Steroid Metabolic Process
GDI1,GO:0008202,Steroid Metabolic Process
GLYCTK,GO:0008202,Steroid Metabolic Process
TTBK2,GO:0008202,Steroid Metabolic Process
SRR,GO:0008202,Steroid Metabolic Process
CDC42BPB,GO:0008202,Steroid Metabolic Process
ROBO2,GO:0008202,Steroid Metabolic Process
SYT2,GO:0008202,Steroid Metabolic Process
AASS,GO:0008202,Steroid Metabolic Process
OPLAH,GO:0008202,Steroid Metabolic Process
GALK1,GO:0008202,Steroid Metabolic Process
PRSS12,GO:0008202,Steroid Metabolic Process
CAMK1G,GO:0008202,Steroid Metabolic Process
CAMKK1,GO:0008202,Steroid Metabolic Process
PHKG2,GO:0008202,Steroid Metabolic Process
ATP13A3,GO:0008202,Steroid Metabolic Process
CPX-1779,GO:0008202,Steroid Metabolic Process
ST14,GO:0008202,Steroid Metabolic Process
PTCHD1,GO:0008202,Steroid Metabolic Process
PHKB,GO:0008202,Steroid Metabolic Process
PHKA1,GO:0008202,Steroid Metabolic Process
PHKA2,GO:0008202,Steroid Metabolic Process
PHKG1,GO:0008202,Steroid Metabolic Process
GALT,GO:0008202,Steroid Metabolic Process
MYLK4,GO:0008202,Steroid Metabolic Process
NBEA,GO:0008202,Steroid Metabolic Process
MYO18B,GO:0008202,Steroid Metabolic Process
INVS,GO:0008202,Steroid Metabolic Process
PI4KA,GO:0008202,Steroid Metabolic Process
CPX-5047,GO:0008202,Steroid Metabolic Process
CPX-5050,GO:0008202,Steroid Metabolic Process
HMCN1,GO:0008202,Steroid Metabolic Process
UGP2,GO:0008202,Steroid Metabolic Process
SIAE,GO:0008202,Steroid Metabolic Process
DST,GO:0008202,Steroid Metabolic Process
OPHN1,GO:0008202,Steroid Metabolic Process
PDE4DIP,GO:0008202,Steroid Metabolic Process
PRKX,GO:0008202,Steroid Metabolic Process
PKD1L1,GO:0008202,Steroid Metabolic Process
SERPINB8,GO:0008202,Steroid Metabolic Process
NTNG2,GO:0008202,Steroid Metabolic Process
MINPP1,GO:0008202,Steroid Metabolic Process
PLD3,GO:0008202,Steroid Metabolic Process
CPX-5048,GO:0008202,Steroid Metabolic Process
CPX-5049,GO:0008202,Steroid Metabolic Process
LYST,GO:0008202,Steroid Metabolic Process
SNX3,GO:0008202,Steroid Metabolic Process
JAM3,GO:0008202,Steroid Metabolic Process
EYA4,GO:0008202,Steroid Metabolic Process
ALPK3,GO:0008202,Steroid Metabolic Process
TRPV6,GO:0008202,Steroid Metabolic Process
LMOD1,GO:0008202,Steroid Metabolic Process
GOSR2,GO:0008202,Steroid Metabolic Process
SLC5A11,GO:0008202,Steroid Metabolic Process
GARS1,GO:0008202,Steroid Metabolic Process
MPST,GO:0008202,Steroid Metabolic Process
MEX3C,GO:0008202,Steroid Metabolic Process
RHD,GO:0008202,Steroid Metabolic Process
USP45,GO:0008202,Steroid Metabolic Process
NQO2,GO:0008202,Steroid Metabolic Process
MIEF2,GO:0008202,Steroid Metabolic Process
VAMP1,GO:0008202,Steroid Metabolic Process
EXPH5,GO:0008202,Steroid Metabolic Process
STX3,GO:0008202,Steroid Metabolic Process
CPX-7142,GO:0008202,Steroid Metabolic Process
CYB5R3,GO:0008202,Steroid Metabolic Process
CPX-6152,GO:0008202,Steroid Metabolic Process
GPR161,GO:0008202,Steroid Metabolic Process
ETHE1,GO:0008202,Steroid Metabolic Process
PITRM1,GO:0008202,Steroid Metabolic Process
ADGRG6,GO:0008202,Steroid Metabolic Process
RCBTB1,GO:0008202,Steroid Metabolic Process
ADGRG2,GO:0008202,Steroid Metabolic Process
ECEL1,GO:0008202,Steroid Metabolic Process
PRSS56,GO:0008202,Steroid Metabolic Process
TSPAN7,GO:0008202,Steroid Metabolic Process
FRRS1L,GO:0008202,Steroid Metabolic Process
TMEM240,GO:0008202,Steroid Metabolic Process
STK19,GO:0008202,Steroid Metabolic Process
CGNL1,GO:0008202,Steroid Metabolic Process
DCXR,GO:0008202,Steroid Metabolic Process
PNKD,GO:0008202,Steroid Metabolic Process
CFHR3,GO:0008202,Steroid Metabolic Process
SLC30A9,GO:0008202,Steroid Metabolic Process
CPX-6154,GO:0008202,Steroid Metabolic Process
CPX-8062,GO:0008202,Steroid Metabolic Process
CPX-5961,GO:0008202,Steroid Metabolic Process
CPX-5963,GO:0008202,Steroid Metabolic Process
CPX-5965,GO:0008202,Steroid Metabolic Process
CPX-5966,GO:0008202,Steroid Metabolic Process
CPX-2931,GO:0008202,Steroid Metabolic Process
CPX-2933,GO:0008202,Steroid Metabolic Process
CPX-8462,GO:0008202,Steroid Metabolic Process
CPX-8464,GO:0008202,Steroid Metabolic Process
CPX-8465,GO:0008202,Steroid Metabolic Process
CORIN,GO:0008202,Steroid Metabolic Process
FRMPD4,GO:0008202,Steroid Metabolic Process
SERPINB7,GO:0008202,Steroid Metabolic Process
KIAA0753,GO:0008202,Steroid Metabolic Process
BBS10,GO:0008202,Steroid Metabolic Process
SOHLH1,GO:0008202,Steroid Metabolic Process
CD59,GO:0008202,Steroid Metabolic Process
CEL,GO:0008202,Steroid Metabolic Process
GSTZ1,GO:0008202,Steroid Metabolic Process
GPR68,GO:0008202,Steroid Metabolic Process
PDK3,GO:0008202,Steroid Metabolic Process
NDP,GO:0008202,Steroid Metabolic Process
SQOR,GO:0008202,Steroid Metabolic Process
RPGR,GO:0008202,Steroid Metabolic Process
MLIP,GO:0008202,Steroid Metabolic Process
PDE4C,GO:0008202,Steroid Metabolic Process
CPX-5053,GO:0008202,Steroid Metabolic Process
CPX-5055,GO:0008202,Steroid Metabolic Process
MYOF,GO:0008202,Steroid Metabolic Process
ZFHX4,GO:0008202,Steroid Metabolic Process
MIP,GO:0008202,Steroid Metabolic Process
NAT8L,GO:0008202,Steroid Metabolic Process
NKAIN2,GO:0008202,Steroid Metabolic Process
CPX-2469,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
CC2D1A,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
NHLH2,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
TTBK1,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
TRIM36,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
CPX-7842,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
CPX-7843,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
BRSK1,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
GAK,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
IGLL1,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
STRADA,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
EPM2A,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
DNAJC6,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
LGMN,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
SRPK2,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
CSNK1D,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
CPX-3961,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
RBM28,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
KISS1R,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
GFM1,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
CPX-466,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
EFL1,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
GUF1,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
EIF5B,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
CPX-5622,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
RETREG1,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
ARL6IP1,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
TUFM,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
FTSJ1,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
CPX-630,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
ADAM33,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
CPX-2652,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
RSRC1,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
CPX-6822,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
NCOA4,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
CLPB,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
HAX1,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
SPG21,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
STAMBP,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
TG,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
HSPE1,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
MKKS,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
TRAP1,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
CPX-8001,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
HIKESHI,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
EDEM3,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
DNAJB2,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
SEC23B,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
DMP1,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
CPX-8163,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
CPX-8164,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
CPX-2360,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
SERPINH1,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
PRKCSH,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
NDUFAF6,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
BMP1,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
TGM1,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
CXCR1,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
PTGS1,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
HRH2,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
PLEKHG2,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
FCHO1,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
NECAP1,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
ABCA3,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
GNRH1,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
SFTPA2,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
PREP,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
FGF23,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
SOST,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
PHEX,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
PTH,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
HTRA2,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
FBLN1,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
CPX-1759,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
LPIN2,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
CAVIN1,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
PKN2,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
CPX-848,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
PNLIP,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
ZMPSTE24,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
PEX5,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
LPIN1,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
MTTP,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
MCF2,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
BMP15,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
CFC1,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
PTPN23,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
NODAL,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
FBN1,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
PTPN14,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
GDF9,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
SMAD9,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
ACVRL1,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
PTPRN2,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
LOXL1,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
LTBP2,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
LTBP3,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
IFITM5,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
CPX-6168,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
CPX-6184,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
CPX-6187,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
CPX-6188,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
CPX-6191,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
CPX-6192,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
CPX-8343,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
TBX1,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
CPT1B,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
CTSG,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
CPX-4663,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
CPX-2252,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
NEUROG3,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
PLEKHM1,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
HLA-DRB1,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
CD207,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
MMP12,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
LCP2,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
BLK,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
TNPO3,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
FGR,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
MMP8,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
ADAMTS3,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
CPX-8424,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
TIE1,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
SERPINB2,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
CPX-2210,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
PNPLA3,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
SLC9A9,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
LMX1A,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
AEBP1,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
PIK3R2,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
PAK1,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
AMH,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
PITX1,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
ESRRG,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
TRIP11,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
CPX-2440,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
POU1F1,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
TRIM44,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
TFAP2B,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
CPX-6174,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
PRTN3,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
NEK7,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
CTSC,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
CPX-3785,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
CTSE,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
CPX-5051,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
CPX-5052,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
NOTCH2NLA,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
MUC5B,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
VCAN,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
ADAM22,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
CPX-1788,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
ECM1,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
CPX-1729,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
CPX-1727,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
CPX-1728,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
EFNB1,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
MMP20,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
CILP,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
SCUBE3,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
CD151,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
EPHB4,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
CPX-1725,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
EPHB1,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
GRHL3,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
CREB3L2,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
PLCE1,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
DLX3,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
SPHK2,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
DHPS,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
PEBP1,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
RPS6KA6,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
PCYT1A,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
IL17RD,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
SPRY4,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
CPX-7669,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
CPX-7670,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
CPX-4741,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
DCC,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
MARK3,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
PTS,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
PAK2,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
RPS6KA4,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
MAPKAPK5,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
PKN1,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
PAK3,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
CPX-984,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
KERA,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
SIK3,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
SH3GL1,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
MST1R,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
SPINK1,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
INPPL1,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
PTPN22,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
PIK3C2B,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
PIK3CD,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
GPNMB,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
MAP4K1,GO:0035088,Establishment Or Maintenance Of Apical/Basal Cell Polarity
