min_cluster_size,min_samples,cluster_selection_epsilon,alpha,Num Clusters (valid),Num Ruido,Porcentaje Ruido,Silhouette Score,Davies-Bouldin Index,Calinski-Harabasz Index
90,40,0.0,1.5,3,3787,70.25974025974025,0.5146687170103368,0.7310071075889425,1359.2226497193403
100,40,0.0,1.5,3,3787,70.25974025974025,0.5146687170103368,0.7310071075889425,1359.2226497193403
150,40,0.0,1.5,3,3787,70.25974025974025,0.5146687170103368,0.7310071075889425,1359.2226497193403
200,40,0.0,1.5,3,3787,70.25974025974025,0.5146687170103368,0.7310071075889425,1359.2226497193403
30,1,0.0,2.0,19,3880,71.98515769944342,0.514316420292731,0.6681305159073049,929.158680393395
20,1,0.0,2.0,32,3680,68.27458256029685,0.513935345513994,0.7248451391935695,721.7966168371563
4,4,0.0,1.0,131,3496,64.860853432282,0.513877802508111,0.6945583718978675,526.1015900356269
80,4,0.0,2.0,5,4206,78.03339517625231,0.5135765782632877,0.7712038557331258,1112.2418333040707
12,1,0.0,1.5,53,3714,68.90538033395175,0.5134913021808629,0.7780827203962979,684.3227830099006
60,4,0.0,1.0,10,3678,68.23747680890538,0.5134486150362231,0.7278985075297172,1196.2972017000932
16,1,0.0,2.0,38,3628,67.30983302411873,0.5131664133261727,0.7336421121346849,664.7352382853144
50,50,0.0,0.5,14,3523,65.36178107606679,0.5131544361217081,0.7226818551024092,1328.3600158976153
16,5,0.0,1.0,34,3526,65.41743970315399,0.5131308117913687,0.6480625169732136,677.7496871616003
30,4,0.0,1.0,20,3664,67.97773654916513,0.5128799243210128,0.6385391911528966,988.9081053948624
14,1,0.0,2.0,40,3749,69.55473098330242,0.5127880235819419,0.7208446362192834,842.091941381005
50,1,0.0,2.0,12,4004,74.28571428571429,0.5118568757439411,0.6598939832034486,1101.1937157750203
60,45,0.0,0.5,12,3573,66.28942486085343,0.5116827963878624,0.7306903463222136,1428.0823449634365
20,6,0.0,1.0,28,3596,66.71614100185529,0.5116694244495158,0.6716730855149926,775.2997429849308
90,4,0.0,2.0,4,4290,79.59183673469387,0.5101941575143444,0.82595814255365,1236.6690106260025
100,4,0.0,2.0,4,4290,79.59183673469387,0.5101941575143444,0.82595814255365,1236.6690106260025
150,4,0.0,2.0,4,4290,79.59183673469387,0.5101941575143444,0.82595814255365,1236.6690106260025
10,3,0.0,1.0,74,3536,65.60296846011133,0.5091325653743477,0.7503476463826477,654.3812640470636
30,6,0.0,1.0,19,3673,68.14471243042671,0.5091176083563249,0.6539928991555468,988.649759987395
70,9,0.0,1.5,6,4123,76.49350649350649,0.5089184331281704,0.7006748533501185,993.1690413383749
30,5,0.0,1.0,20,3651,67.73654916512059,0.506703605742037,0.6554781961339942,970.4770192671532
8,3,0.0,1.0,94,3444,63.896103896103895,0.5066128579760387,0.7666848356357442,598.1406668558895
70,35,0.0,2.0,3,3803,70.55658627087199,0.506544515413144,0.7407593479613513,1225.8628371264836
80,35,0.0,2.0,3,3803,70.55658627087199,0.506544515413144,0.7407593479613513,1225.8628371264836
90,35,0.0,2.0,3,3803,70.55658627087199,0.506544515413144,0.7407593479613513,1225.8628371264836
100,35,0.0,2.0,3,3803,70.55658627087199,0.506544515413144,0.7407593479613513,1225.8628371264836
150,35,0.0,2.0,3,3803,70.55658627087199,0.506544515413144,0.7407593479613513,1225.8628371264836
200,35,0.0,2.0,3,3803,70.55658627087199,0.506544515413144,0.7407593479613513,1225.8628371264836
80,2,0.0,1.5,5,3728,69.16512059369202,0.5061959027436684,0.6609527835192491,1124.9230215982582
90,2,0.0,1.5,5,3728,69.16512059369202,0.5061959027436684,0.6609527835192491,1124.9230215982582
70,2,0.0,1.5,6,3657,67.84786641929499,0.5060117872267456,0.6841342677702325,1034.1072312666627
18,4,0.0,1.0,32,3502,64.9721706864564,0.5058097965757181,0.7351893090230183,735.1782440656477
90,40,0.0,1.0,4,3645,67.6252319109462,0.5055801291237809,0.7946466193015597,1339.9246102542857
80,75,0.0,0.5,3,3429,63.6178107606679,0.5052459487742476,0.7231563510464883,1897.3049774735482
90,75,0.0,0.5,3,3429,63.6178107606679,0.5052459487742476,0.7231563510464883,1897.3049774735482
100,75,0.0,0.5,3,3429,63.6178107606679,0.5052459487742476,0.7231563510464883,1897.3049774735482
150,75,0.0,0.5,3,3429,63.6178107606679,0.5052459487742476,0.7231563510464883,1897.3049774735482
200,75,0.0,0.5,3,3429,63.6178107606679,0.5052459487742476,0.7231563510464883,1897.3049774735482
18,6,0.0,1.0,30,3558,66.01113172541744,0.5049395149794874,0.7056709093297381,745.1012590555492
50,45,0.0,0.5,14,3459,64.17439703153988,0.5035501552206308,0.7336049088093747,1320.3203607420874
80,35,0.0,1.5,3,3762,69.79591836734694,0.5034876881483343,0.7448126177633769,1265.66631524153
90,35,0.0,1.5,3,3762,69.79591836734694,0.5034876881483343,0.7448126177633769,1265.66631524153
100,35,0.0,1.5,3,3762,69.79591836734694,0.5034876881483343,0.7448126177633769,1265.66631524153
150,35,0.0,1.5,3,3762,69.79591836734694,0.5034876881483343,0.7448126177633769,1265.66631524153
200,35,0.0,1.5,3,3762,69.79591836734694,0.5034876881483343,0.7448126177633769,1265.66631524153
20,5,0.0,1.0,28,3540,65.67717996289424,0.5032463364051742,0.6612528775450185,765.5646539990064
70,35,0.0,1.5,4,3807,70.63079777365492,0.5029149543987693,0.6488158850006485,932.5642553261481
70,30,0.0,2.0,3,3836,71.16883116883118,0.5025515192452875,0.7451651336032122,1157.4095221957646
80,30,0.0,2.0,3,3836,71.16883116883118,0.5025515192452875,0.7451651336032122,1157.4095221957646
90,30,0.0,2.0,3,3836,71.16883116883118,0.5025515192452875,0.7451651336032122,1157.4095221957646
100,30,0.0,2.0,3,3836,71.16883116883118,0.5025515192452875,0.7451651336032122,1157.4095221957646
150,30,0.0,2.0,3,3836,71.16883116883118,0.5025515192452875,0.7451651336032122,1157.4095221957646
200,30,0.0,2.0,3,3836,71.16883116883118,0.5025515192452875,0.7451651336032122,1157.4095221957646
16,4,0.0,1.0,37,3441,63.8404452690167,0.5020589617719672,0.7153970120026653,676.2875628616794
10,1,0.0,1.5,67,3630,67.3469387755102,0.5020240860896815,0.7957447832928602,612.1900945843432
20,4,0.0,1.0,31,3499,64.9165120593692,0.5019587433193599,0.730995416877472,731.9771693519276
100,1,0.0,2.0,4,3882,72.02226345083488,0.5015876099597674,0.6583316583370702,1096.5812418707403
80,9,0.0,1.5,5,4201,77.94063079777366,0.5014870221345352,0.7316537606912339,1052.1731153351222
60,40,0.0,0.5,13,3470,64.37847866419295,0.5002655596770412,0.7354524756629615,1403.0084945822177
40,2,0.0,1.0,16,3345,62.05936920222634,0.4987546270228654,0.7348792893217635,1207.4452457098098
6,1,0.0,1.5,113,3456,64.11873840445269,0.4985846886509602,0.789864908622175,483.4450387911267
12,3,0.0,1.0,54,3572,66.2708719851577,0.4984937785301019,0.7503035259129693,727.8846841499692
80,30,0.0,1.5,3,3793,70.37105751391466,0.4979894005791081,0.7526164176738878,1175.8316947688998
90,30,0.0,1.5,3,3793,70.37105751391466,0.4979894005791081,0.7526164176738878,1175.8316947688998
100,30,0.0,1.5,3,3793,70.37105751391466,0.4979894005791081,0.7526164176738878,1175.8316947688998
150,30,0.0,1.5,3,3793,70.37105751391466,0.4979894005791081,0.7526164176738878,1175.8316947688998
200,30,0.0,1.5,3,3793,70.37105751391466,0.4979894005791081,0.7526164176738878,1175.8316947688998
60,2,0.0,1.0,14,3437,63.76623376623377,0.49636906447700163,0.7400616959245928,1332.1837303690947
8,1,0.0,1.5,84,3532,65.52875695732838,0.4961265585108512,0.8012235421436616,553.8797796686176
70,30,0.0,1.5,4,3799,70.48237476808904,0.49566634151912964,0.6624097326466918,915.6129705043583
50,40,0.0,0.5,14,3413,63.32096474953618,0.49552704817725923,0.7477076336241775,1318.3749407944279
80,7,0.0,1.5,4,4195,77.82931354359926,0.4945490554226824,0.816716768978804,1079.986889706004
60,35,0.0,0.5,13,3442,63.85899814471243,0.49414901851445825,0.7444973747384047,1390.1789848843666
14,1,0.0,1.5,44,3694,68.5343228200371,0.49395497287734874,0.7968205076995397,803.5543701715906
70,25,0.0,2.0,3,3818,70.83487940630798,0.4937431704397016,0.7563411301711688,1100.5362694861283
80,25,0.0,2.0,3,3818,70.83487940630798,0.4937431704397016,0.7563411301711688,1100.5362694861283
90,25,0.0,2.0,3,3818,70.83487940630798,0.4937431704397016,0.7563411301711688,1100.5362694861283
100,25,0.0,2.0,3,3818,70.83487940630798,0.4937431704397016,0.7563411301711688,1100.5362694861283
150,25,0.0,2.0,3,3818,70.83487940630798,0.4937431704397016,0.7563411301711688,1100.5362694861283
200,25,0.0,2.0,3,3818,70.83487940630798,0.4937431704397016,0.7563411301711688,1100.5362694861283
100,5,0.0,1.0,4,3632,67.38404452690166,0.49335646178371295,0.7275921693962031,1346.840635424659
90,1,0.0,2.0,5,3784,70.20408163265306,0.492977009258865,0.6537810712481328,1020.6301893584939
6,3,0.0,1.0,112,3394,62.968460111317256,0.4923295935545211,0.7692392596936369,568.7535398729888
50,2,0.0,1.0,15,3386,62.82003710575139,0.4922775343314843,0.7547780835063751,1256.8730294895495
80,25,0.0,1.5,3,3767,69.8886827458256,0.49076982446476414,0.7607923898606134,1164.411582549
90,25,0.0,1.5,3,3767,69.8886827458256,0.49076982446476414,0.7607923898606134,1164.411582549
100,25,0.0,1.5,3,3767,69.8886827458256,0.49076982446476414,0.7607923898606134,1164.411582549
150,25,0.0,1.5,3,3767,69.8886827458256,0.49076982446476414,0.7607923898606134,1164.411582549
200,25,0.0,1.5,3,3767,69.8886827458256,0.49076982446476414,0.7607923898606134,1164.411582549
18,1,0.0,1.5,37,3446,63.93320964749536,0.4896345854896978,0.7816798012788978,625.0192498695967
90,30,0.0,1.0,3,3705,68.73840445269018,0.48938233540854487,0.7639527087081847,1227.4178959548594
100,30,0.0,1.0,3,3705,68.73840445269018,0.48938233540854487,0.7639527087081847,1227.4178959548594
150,30,0.0,1.0,3,3705,68.73840445269018,0.48938233540854487,0.7639527087081847,1227.4178959548594
200,30,0.0,1.0,3,3705,68.73840445269018,0.48938233540854487,0.7639527087081847,1227.4178959548594
150,35,0.0,1.0,3,3649,67.69944341372913,0.4891944117349013,0.7665790740147204,1298.3317670155207
200,35,0.0,1.0,3,3649,67.69944341372913,0.4891944117349013,0.7665790740147204,1298.3317670155207
60,30,0.0,0.5,14,3358,62.30055658627087,0.48778367567067804,0.7454989092510028,1339.097826763217
70,25,0.0,1.5,4,3790,70.31539888682747,0.48769760768966464,0.6687245184439183,874.0512406579193
40,1,0.0,2.0,16,3834,71.13172541743971,0.4876930606869329,0.6855556260071043,966.9288657131915
50,35,0.0,0.5,15,3333,61.836734693877546,0.48762761667233695,0.749319713484739,1260.677132523594
16,1,0.0,1.5,39,3414,63.33951762523191,0.48647058512466235,0.7784483859833171,608.6829740860619
80,1,0.0,2.0,6,3696,68.57142857142857,0.48631272125739755,0.6440795371717078,928.5781906017646
50,1,0.0,1.5,14,3593,66.6604823747681,0.48593199589931013,0.8494895277194036,1030.1331610823331
60,1,0.0,1.5,14,3593,66.6604823747681,0.48593199589931013,0.8494895277194036,1030.1331610823331
30,3,0.0,1.0,23,3524,65.38033395176252,0.4857612089562589,0.7841123568015264,965.3749131453724
80,30,0.0,1.0,4,3722,69.05380333951763,0.4855533844961344,0.6786997870057362,942.6793369445488
60,25,0.0,0.5,14,3313,61.465677179962896,0.4840886057661204,0.7529053177170651,1342.619963492505
14,3,0.0,1.0,46,3557,65.99257884972171,0.48406106606254945,0.772421699865398,805.7888991545282
40,40,0.0,0.5,17,3347,62.09647495361781,0.4836610857687269,0.7295458502354881,1192.9730198909865
4,3,0.0,1.0,179,3355,62.244897959183675,0.4833871978887818,0.7376207813308944,461.96593550299207
50,30,0.0,0.5,15,3301,61.2430426716141,0.48336271670644615,0.7577071966857918,1265.129021896027
16,3,0.0,1.0,43,3601,66.80890538033395,0.48321657136663887,0.7779535513412097,840.1968400199535
90,20,0.0,1.5,3,3712,68.86827458256029,0.48090481225061193,0.7767819770951978,1136.7268511880732
100,20,0.0,1.5,3,3712,68.86827458256029,0.48090481225061193,0.7767819770951978,1136.7268511880732
150,20,0.0,1.5,3,3712,68.86827458256029,0.48090481225061193,0.7767819770951978,1136.7268511880732
200,20,0.0,1.5,3,3712,68.86827458256029,0.48090481225061193,0.7767819770951978,1136.7268511880732
50,25,0.0,0.5,15,3256,60.40816326530612,0.47972622854060665,0.7660730396668491,1268.6689743724428
30,2,0.0,1.0,22,3466,64.30426716141002,0.4794734917420506,0.7557586730776529,908.5063125078073
70,30,0.0,1.0,5,3651,67.73654916512059,0.47942716800211316,0.6542194326765527,797.42213805959
60,20,0.0,0.5,14,3297,61.168831168831176,0.47926008846541246,0.7609603288867641,1340.9079922237936
70,20,0.0,0.5,14,3297,61.168831168831176,0.47926008846541246,0.7609603288867641,1340.9079922237936
70,1,0.0,1.5,7,3632,67.38404452690166,0.47854111550628897,0.8523469661470455,1119.6863610225746
80,1,0.0,1.5,7,3632,67.38404452690166,0.47854111550628897,0.8523469661470455,1119.6863610225746
20,1,0.0,1.5,33,3462,64.23005565862708,0.4782862754910135,0.8113428507864349,635.2543029441933
60,15,0.0,0.5,14,3286,60.96474953617811,0.47748510521107396,0.7644157489252362,1340.424767015186
70,15,0.0,0.5,14,3286,60.96474953617811,0.47748510521107396,0.7644157489252362,1340.424767015186
18,3,0.0,1.0,36,3393,62.94990723562152,0.47709630360729116,0.8044770839228749,726.9323383952824
40,35,0.0,0.5,18,3271,60.68645640074212,0.47650790036601715,0.7321995047144026,1152.9164808634828
60,1,0.0,0.5,14,3280,60.85343228200371,0.4764262292612713,0.7655165934128655,1337.93169241026
60,1,0.0,1.0,14,3280,60.85343228200371,0.4764262292612713,0.7655165934128655,1337.93169241026
60,2,0.0,0.5,14,3280,60.85343228200371,0.4764262292612713,0.7655165934128655,1337.93169241026
60,3,0.0,0.5,14,3280,60.85343228200371,0.4764262292612713,0.7655165934128655,1337.93169241026
60,4,0.0,0.5,14,3280,60.85343228200371,0.4764262292612713,0.7655165934128655,1337.93169241026
60,5,0.0,0.5,14,3280,60.85343228200371,0.4764262292612713,0.7655165934128655,1337.93169241026
60,6,0.0,0.5,14,3280,60.85343228200371,0.4764262292612713,0.7655165934128655,1337.93169241026
60,7,0.0,0.5,14,3280,60.85343228200371,0.4764262292612713,0.7655165934128655,1337.93169241026
60,8,0.0,0.5,14,3280,60.85343228200371,0.4764262292612713,0.7655165934128655,1337.93169241026
60,9,0.0,0.5,14,3280,60.85343228200371,0.4764262292612713,0.7655165934128655,1337.93169241026
60,10,0.0,0.5,14,3280,60.85343228200371,0.4764262292612713,0.7655165934128655,1337.93169241026
70,1,0.0,0.5,14,3280,60.85343228200371,0.4764262292612713,0.7655165934128655,1337.93169241026
70,1,0.0,1.0,14,3280,60.85343228200371,0.4764262292612713,0.7655165934128655,1337.93169241026
70,2,0.0,0.5,14,3280,60.85343228200371,0.4764262292612713,0.7655165934128655,1337.93169241026
70,3,0.0,0.5,14,3280,60.85343228200371,0.4764262292612713,0.7655165934128655,1337.93169241026
70,4,0.0,0.5,14,3280,60.85343228200371,0.4764262292612713,0.7655165934128655,1337.93169241026
70,5,0.0,0.5,14,3280,60.85343228200371,0.4764262292612713,0.7655165934128655,1337.93169241026
70,6,0.0,0.5,14,3280,60.85343228200371,0.4764262292612713,0.7655165934128655,1337.93169241026
70,7,0.0,0.5,14,3280,60.85343228200371,0.4764262292612713,0.7655165934128655,1337.93169241026
70,8,0.0,0.5,14,3280,60.85343228200371,0.4764262292612713,0.7655165934128655,1337.93169241026
70,9,0.0,0.5,14,3280,60.85343228200371,0.4764262292612713,0.7655165934128655,1337.93169241026
70,10,0.0,0.5,14,3280,60.85343228200371,0.4764262292612713,0.7655165934128655,1337.93169241026
20,3,0.0,1.0,33,3399,63.06122448979592,0.4758767852535934,0.8087647417923298,739.928453505784
50,20,0.0,0.5,15,3240,60.1113172541744,0.4750782211766243,0.7735910500919015,1267.374287129651
150,9,0.0,2.0,3,3869,71.78107606679035,0.4750402862815516,0.7443851138154213,924.7865809350907
14,5,0.0,1.0,37,3624,67.23562152133582,0.47388896396964664,0.6551521899658737,774.0918284920938
90,25,0.0,1.0,3,3566,66.1595547309833,0.47351818384392236,0.7842237662714311,1267.6020248008404
100,25,0.0,1.0,3,3566,66.1595547309833,0.47351818384392236,0.7842237662714311,1267.6020248008404
150,25,0.0,1.0,3,3566,66.1595547309833,0.47351818384392236,0.7842237662714311,1267.6020248008404
200,25,0.0,1.0,3,3566,66.1595547309833,0.47351818384392236,0.7842237662714311,1267.6020248008404
50,15,0.0,0.5,15,3229,59.90723562152134,0.47338502819441836,0.7768203707574262,1267.031576455568
40,1,0.0,1.5,17,3464,64.26716141001856,0.47312152259785123,0.8583742537449621,906.5986781584579
50,1,0.0,0.5,15,3223,59.795918367346935,0.4723641902492656,0.7778315334744248,1264.8217750441027
50,1,0.0,1.0,15,3223,59.795918367346935,0.4723641902492656,0.7778315334744248,1264.8217750441027
50,2,0.0,0.5,15,3223,59.795918367346935,0.4723641902492656,0.7778315334744248,1264.8217750441027
50,3,0.0,0.5,15,3223,59.795918367346935,0.4723641902492656,0.7778315334744248,1264.8217750441027
50,4,0.0,0.5,15,3223,59.795918367346935,0.4723641902492656,0.7778315334744248,1264.8217750441027
50,5,0.0,0.5,15,3223,59.795918367346935,0.4723641902492656,0.7778315334744248,1264.8217750441027
50,6,0.0,0.5,15,3223,59.795918367346935,0.4723641902492656,0.7778315334744248,1264.8217750441027
50,7,0.0,0.5,15,3223,59.795918367346935,0.4723641902492656,0.7778315334744248,1264.8217750441027
50,8,0.0,0.5,15,3223,59.795918367346935,0.4723641902492656,0.7778315334744248,1264.8217750441027
50,9,0.0,0.5,15,3223,59.795918367346935,0.4723641902492656,0.7778315334744248,1264.8217750441027
50,10,0.0,0.5,15,3223,59.795918367346935,0.4723641902492656,0.7778315334744248,1264.8217750441027
80,3,0.0,1.5,5,3663,67.9591836734694,0.4720583673899307,0.7385379161159699,1014.0199019228118
90,3,0.0,1.5,5,3663,67.9591836734694,0.4720583673899307,0.7385379161159699,1014.0199019228118
40,30,0.0,0.5,18,3236,60.037105751391465,0.4711667337414706,0.7421489656935107,1151.6689880031995
70,35,0.0,1.0,5,3574,66.30797773654916,0.47097576518429024,0.7295908915787624,848.5394266127053
80,35,0.0,1.0,5,3574,66.30797773654916,0.47097576518429024,0.7295908915787624,848.5394266127053
12,5,0.0,1.0,44,3550,65.86270871985158,0.4694016318447876,0.6950311135643387,686.6017901973695
70,25,0.0,1.0,4,3606,66.90166975881262,0.4682018922911515,0.697251857650338,939.8999116797838
80,25,0.0,1.0,4,3606,66.90166975881262,0.4682018922911515,0.697251857650338,939.8999116797838
90,5,0.0,1.0,5,3537,65.62152133580706,0.4675433381750029,0.7201988146787152,1198.8690829800491
40,25,0.0,0.5,18,3191,59.20222634508349,0.4673297972837931,0.7502534400742754,1151.4179304424822
150,15,0.0,2.0,2,4082,75.73283858998144,0.4667402939059974,0.7594036974254985,915.9343462609494
200,15,0.0,2.0,2,4082,75.73283858998144,0.4667402939059974,0.7594036974254985,915.9343462609494
150,50,0.0,0.5,3,3225,59.83302411873841,0.4663449535258044,0.7851222381510703,1644.41341637169
200,50,0.0,0.5,3,3225,59.83302411873841,0.4663449535258044,0.7851222381510703,1644.41341637169
150,8,0.0,2.0,3,3810,70.68645640074212,0.46452350862871644,0.756840773061826,922.8970943980939
4,1,0.0,1.5,186,3322,61.63265306122449,0.4644272348433717,0.78004481774366,385.5079784630252
40,20,0.0,0.5,18,3175,58.90538033395176,0.46270430175053645,0.7576940941765259,1149.095825974244
80,20,0.0,1.0,3,3529,65.47309833024119,0.4626465845395286,0.7951386837375057,1199.9684508602973
90,20,0.0,1.0,3,3529,65.47309833024119,0.4626465845395286,0.7951386837375057,1199.9684508602973
100,20,0.0,1.0,3,3529,65.47309833024119,0.4626465845395286,0.7951386837375057,1199.9684508602973
150,20,0.0,1.0,3,3529,65.47309833024119,0.4626465845395286,0.7951386837375057,1199.9684508602973
200,20,0.0,1.0,3,3529,65.47309833024119,0.4626465845395286,0.7951386837375057,1199.9684508602973
150,45,0.0,0.5,3,3202,59.40630797773655,0.4621223568292126,0.7924781184942192,1619.3023851294884
200,45,0.0,0.5,3,3202,59.40630797773655,0.4621223568292126,0.7924781184942192,1619.3023851294884
200,8,0.0,2.0,2,3978,73.80333951762523,0.4619406396551629,0.7687692868220122,1017.1232518246001
70,1,0.0,2.0,8,3547,65.80705009276437,0.4614704530702965,0.6688534814253454,832.5536129808484
90,50,0.0,0.5,4,3299,61.20593692022263,0.4612413662829363,0.7726745955159153,1525.5637252693268
100,50,0.0,0.5,4,3299,61.20593692022263,0.4612413662829363,0.7726745955159153,1525.5637252693268
90,45,0.0,0.5,4,3273,60.72356215213358,0.45864432703976665,0.7814700628852468,1528.9819850155586
100,45,0.0,0.5,4,3273,60.72356215213358,0.45864432703976665,0.7814700628852468,1528.9819850155586
100,4,0.0,1.0,5,3518,65.26901669758813,0.458351519686258,0.8199849581736827,1182.7390566832723
70,20,0.0,2.0,4,3744,69.46196660482374,0.45828224625361275,0.8523947054958174,804.7121019341116
80,20,0.0,2.0,4,3744,69.46196660482374,0.45828224625361275,0.8523947054958174,804.7121019341116
90,20,0.0,2.0,4,3744,69.46196660482374,0.45828224625361275,0.8523947054958174,804.7121019341116
90,40,0.0,0.5,5,3394,62.968460111317256,0.45817519448706673,0.7201873611933294,1257.4573116340257
10,2,0.0,1.0,84,3327,61.72541743970316,0.45754326182941846,0.8697531707973447,610.2169648349305
70,45,0.0,0.5,10,3157,58.57142857142858,0.4564507506903272,0.7475052969910454,1063.8055895481566
90,35,0.0,0.5,5,3368,62.486085343228204,0.4561431771138284,0.7245535193917458,1248.4552456445856
80,4,0.0,1.0,6,3423,63.50649350649351,0.456073667992624,0.7990433732763159,1089.4721954205183
90,4,0.0,1.0,6,3423,63.50649350649351,0.456073667992624,0.7990433732763159,1089.4721954205183
150,3,0.0,1.0,3,3405,63.172541743970314,0.4545746648319171,0.8461056856782041,1344.9010491306599
200,3,0.0,1.0,3,3405,63.172541743970314,0.4545746648319171,0.8461056856782041,1344.9010491306599
12,2,0.0,1.0,67,3435,63.729128014842296,0.4544866620633383,0.8585389554430425,598.3086479085066
40,15,0.0,0.5,19,3123,57.94063079777365,0.4542855394098976,0.8091687745863108,1115.170179087994
40,1,0.0,0.5,19,3117,57.829313543599255,0.45333389937842994,0.8101595578815782,1112.775226647854
40,1,0.0,1.0,19,3117,57.829313543599255,0.45333389937842994,0.8101595578815782,1112.775226647854
40,2,0.0,0.5,19,3117,57.829313543599255,0.45333389937842994,0.8101595578815782,1112.775226647854
40,3,0.0,0.5,19,3117,57.829313543599255,0.45333389937842994,0.8101595578815782,1112.775226647854
40,4,0.0,0.5,19,3117,57.829313543599255,0.45333389937842994,0.8101595578815782,1112.775226647854
40,5,0.0,0.5,19,3117,57.829313543599255,0.45333389937842994,0.8101595578815782,1112.775226647854
40,6,0.0,0.5,19,3117,57.829313543599255,0.45333389937842994,0.8101595578815782,1112.775226647854
40,7,0.0,0.5,19,3117,57.829313543599255,0.45333389937842994,0.8101595578815782,1112.775226647854
40,8,0.0,0.5,19,3117,57.829313543599255,0.45333389937842994,0.8101595578815782,1112.775226647854
40,9,0.0,0.5,19,3117,57.829313543599255,0.45333389937842994,0.8101595578815782,1112.775226647854
40,10,0.0,0.5,19,3117,57.829313543599255,0.45333389937842994,0.8101595578815782,1112.775226647854
70,40,0.0,0.5,10,3121,57.903525046382185,0.45331081848163984,0.7570499148680307,1068.2304837605207
30,30,0.0,0.5,23,3351,62.17068645640074,0.45259499295535327,0.765798691415184,880.2198790886127
30,25,0.0,0.5,23,3324,61.66975881261596,0.45238739842970394,0.770308988553478,876.4051199950878
100,10,0.0,1.0,3,3535,65.5844155844156,0.45165177005413043,0.7874933297796107,1085.4579995029037
150,10,0.0,1.0,3,3535,65.5844155844156,0.45165177005413043,0.7874933297796107,1085.4579995029037
30,20,0.0,0.5,23,3312,61.44712430426716,0.45131525047418286,0.775568855230686,879.1426759347969
100,20,0.0,2.0,3,3740,69.38775510204081,0.45117145229355693,0.8806096996485969,1007.7233826539907
150,20,0.0,2.0,3,3740,69.38775510204081,0.45117145229355693,0.8806096996485969,1007.7233826539907
200,20,0.0,2.0,3,3740,69.38775510204081,0.45117145229355693,0.8806096996485969,1007.7233826539907
80,40,0.0,0.5,9,3196,59.29499072356216,0.4509740397353526,0.769110381985422,1106.1770993175708
200,5,0.0,2.0,3,3738,69.35064935064935,0.4507335506246132,0.8328560497333924,939.2146318763312
90,35,0.0,1.0,4,3537,65.62152133580706,0.45058037818644386,0.8676689507645636,1000.885091729871
100,35,0.0,1.0,4,3537,65.62152133580706,0.45058037818644386,0.8676689507645636,1000.885091729871
70,4,0.0,1.0,8,3276,60.77922077922078,0.4505001825078405,0.7654710816222396,932.3367851794798
30,15,0.0,0.5,23,3299,61.20593692022263,0.44980250922042303,0.78254113116779,879.6114036481221
8,2,0.0,1.0,110,3283,60.909090909090914,0.44921818747599046,0.8749089643592475,534.4178556447442
30,1,0.0,0.5,23,3294,61.113172541743964,0.44918457300755676,0.7827029842165983,878.3510026564916
30,1,0.0,1.0,23,3294,61.113172541743964,0.44918457300755676,0.7827029842165983,878.3510026564916
30,2,0.0,0.5,23,3294,61.113172541743964,0.44918457300755676,0.7827029842165983,878.3510026564916
30,3,0.0,0.5,23,3294,61.113172541743964,0.44918457300755676,0.7827029842165983,878.3510026564916
30,4,0.0,0.5,23,3294,61.113172541743964,0.44918457300755676,0.7827029842165983,878.3510026564916
30,5,0.0,0.5,23,3294,61.113172541743964,0.44918457300755676,0.7827029842165983,878.3510026564916
30,6,0.0,0.5,23,3294,61.113172541743964,0.44918457300755676,0.7827029842165983,878.3510026564916
30,7,0.0,0.5,23,3294,61.113172541743964,0.44918457300755676,0.7827029842165983,878.3510026564916
30,8,0.0,0.5,23,3294,61.113172541743964,0.44918457300755676,0.7827029842165983,878.3510026564916
30,9,0.0,0.5,23,3294,61.113172541743964,0.44918457300755676,0.7827029842165983,878.3510026564916
30,10,0.0,0.5,23,3294,61.113172541743964,0.44918457300755676,0.7827029842165983,878.3510026564916
90,6,0.0,1.5,3,3584,66.49350649350649,0.4484745979395248,0.781553571667157,1031.7944616624868
100,6,0.0,1.5,3,3584,66.49350649350649,0.4484745979395248,0.781553571667157,1031.7944616624868
150,6,0.0,1.5,3,3584,66.49350649350649,0.4484745979395248,0.781553571667157,1031.7944616624868
70,35,0.0,0.5,10,3085,57.23562152133581,0.44810133505583066,0.7648393423212084,1058.340598042371
150,9,0.0,1.0,3,3481,64.58256029684601,0.44689684628322046,0.8126575130294311,1120.3378184821659
200,9,0.0,1.0,3,3481,64.58256029684601,0.44689684628322046,0.8126575130294311,1120.3378184821659
80,35,0.0,0.5,9,3163,58.682745825602964,0.4464715603449253,0.7750927047506176,1097.5450789866377
70,15,0.0,1.0,3,3395,62.98701298701299,0.44637548193117543,0.8169285776076558,1259.4110061326423
80,15,0.0,1.0,3,3395,62.98701298701299,0.44637548193117543,0.8169285776076558,1259.4110061326423
90,15,0.0,1.0,3,3395,62.98701298701299,0.44637548193117543,0.8169285776076558,1259.4110061326423
100,15,0.0,1.0,3,3395,62.98701298701299,0.44637548193117543,0.8169285776076558,1259.4110061326423
150,15,0.0,1.0,3,3395,62.98701298701299,0.44637548193117543,0.8169285776076558,1259.4110061326423
200,15,0.0,1.0,3,3395,62.98701298701299,0.44637548193117543,0.8169285776076558,1259.4110061326423
80,3,0.0,1.0,5,3488,64.71243042671614,0.4454953773078928,0.7553411002309911,1159.7534884051574
