eps,min_samples,Num Clusters (valid),Num Ruido,Porcentaje Ruido,Silhouette Score,Davies-Bouldin Index,Calinski-Harabasz Index
0.0282,12,4,1142,21.1873840445269,0.05270943937606315,1.0270024603424992,123.55160173901781
0.0446,4,4,167,3.098330241187384,0.05047359697637675,0.8430476067389012,9.576548951145375
0.0282,20,4,1463,27.142857142857142,0.0430204891165865,0.9318525977942387,107.46202979234279
0.0667,4,3,40,0.7421150278293136,0.042890046408692865,0.9468324884952563,6.8630040435624355
0.0282,18,4,1413,26.2152133580705,0.040480892804515875,0.934762143106311,106.79868214059145
0.0282,16,4,1322,24.526901669758814,0.03714694268314684,0.9557182190313276,116.30746439560576
0.0119,6,38,2581,47.88497217068646,0.03316841960547587,0.9304964215414565,199.99690584901208
0.0833,2,5,15,0.27829313543599254,0.026929957866235296,0.8780445180977958,4.613741056055914
0.05,60,4,963,17.866419294990724,0.020092323854814742,1.1259111635085326,135.19568517288133
0.0228,20,10,2045,37.94063079777366,0.01974407590225494,1.0434062085302378,221.72614358457213
0.0667,2,7,31,0.575139146567718,0.016407322486060177,0.8715883359810597,5.263751658432572
0.0228,14,6,1730,32.09647495361781,0.01455459788318566,0.9160158702155964,88.6678694895171
0.0337,30,5,1313,24.359925788497215,0.008292189349425239,0.9908342830964333,115.60248793587274
0.0391,8,4,404,7.495361781076067,0.0019996763563538233,0.8917003175096777,21.269300246424372
0.0228,10,8,1474,27.346938775510203,-0.00025453588892664574,0.9779027750272472,59.21540791597989
0.0282,14,5,1212,22.4860853432282,-0.0011887330612773224,1.0005000444398522,107.27778332799011
0.0446,50,5,1014,18.812615955473095,-0.0026433625757625685,1.142065772197054,137.7708789951489
0.0228,8,8,1378,25.56586270871985,-0.011799873538266366,1.1685561335131989,52.08821776405017
0.0391,40,6,1166,21.63265306122449,-0.018741039995329747,1.0213672721146512,116.18275088456684
0.0173,12,18,2255,41.83673469387755,-0.0265817572535168,0.9960833472479342,145.36522910813872
0.0446,10,2,294,5.454545454545454,-0.03040853959022392,1.4397698059809867,5.930201888902756
